manufacturer,model,year,version,power(kW),odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,A/C,park_heating,id,month,season,weekend,consumption(kWh/100km)_rolling_mean
0,1,0.6666666666666666,3,0.3464285714285714,0.5285872570745004,173.0,0.2827310881359402,1,1,1.0,1.0,1.0,1,0.0,0.0,0.0,0.09090909090909091,3,0,0.24973075704783018
0,1,0.6666666666666666,3,0.3464285714285714,0.5277391014452965,11.0,0.14331047190091104,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.09090909090909091,3,0,0.20525815647766868
0,1,0.6666666666666666,3,0.3464285714285714,0.5276851724746534,35.0,0.02272494625857304,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,3,0,0.21165663604687993
0,1,0.6666666666666666,3,0.3464285714285714,0.5275135802953347,19.0,0.0629542430136145,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,3,0,0.21165663604687993
0,1,0.6666666666666666,3,0.3464285714285714,0.5274204302551331,104.0,0.06438734773262361,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.21165663604687993
0,1,0.6666666666666666,3,0.3464285714285714,0.5269105563508717,42.0,0.06868666188965093,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.20544821032625912
0,1,0.6666666666666666,3,0.3464285714285714,0.5267046457356892,4.0,0.0418671307196233,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.45454545454545453,2,1,0.19233449477351913
0,1,0.6666666666666666,3,0.3464285714285714,0.5266850352009099,96.0,0.11055379260927424,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.45454545454545453,2,1,0.18542920494140003
0,1,0.6666666666666666,3,0.3464285714285714,0.5262143823662071,16.0,0.03142593919541407,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.21292366170414948
0,1,0.6666666666666666,3,0.3464285714285714,0.52613594022709,20.0,0.036237076466373225,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.23091542603737725
0,1,0.6666666666666666,3,0.3464285714285714,0.5260378875531936,68.0,0.0884430340874194,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.45454545454545453,2,0,0.1895470383275261
0,1,0.6666666666666666,3,0.3464285714285714,0.5257045084619457,29.0,0.04759954959565974,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.17890402280646178
0,1,0.6666666666666666,3,0.3464285714285714,0.525562332084796,18.0,0.03347323165114137,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.2137472283813747
0,1,0.6666666666666666,3,0.3464285714285714,0.5254740846782892,8.0,0.016787798136963863,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.24263541336712066
0,1,0.6666666666666666,3,0.3464285714285714,0.5254348636087306,10.0,0.01627597502303204,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.22857142857142856
0,1,0.6666666666666666,3,0.3464285714285714,0.5253858372717825,22.0,0.03378032551950046,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.45454545454545453,2,0,0.19322141273360782
0,1,0.6666666666666666,3,0.3464285714285714,0.5252779793304964,27.0,0.0377725458081687,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,1.0,3,0,0.17865061767500787
0,1,0.6666666666666666,3,0.3464285714285714,0.5251456082207362,11.0,0.018323267478759342,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,1.0,3,0,0.1869496357301235
0,1,0.6666666666666666,3,0.3464285714285714,0.5250916792500931,27.0,0.0439144231753506,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.9090909090909091,0,1,0.2010769718086791
0,1,0.6666666666666666,3,0.3464285714285714,0.524959308140333,26.0,0.04606408025386426,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.9090909090909091,0,1,0.20734874881216345
0,1,0.6666666666666666,3,0.3464285714285714,0.5248318396642676,9.0,0.016378339645818408,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.8181818181818182,0,0,0.21976560025340514
0,1,0.6666666666666666,3,0.3464285714285714,0.5247877159610143,9.0,0.01852799672433207,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.7272727272727273,0,0,0.2379474184352233
0,1,0.6666666666666666,3,0.3464285714285714,0.5247435922577609,6.0,0.011567202374859248,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.5454545454545454,2,0,0.24497941083306934
0,1,0.6666666666666666,3,0.3464285714285714,0.5247141764555919,15.0,0.03480397174736412,1,1,1.0,0.0,1.0,0,0.0,0.0,0.0,0.5454545454545454,2,0,0.22014570795058597
0,1,0.6666666666666666,3,0.3464285714285714,0.5246406369501696,139.0,0.29675504145767223,1,1,1.0,1.0,1.0,0,0.0,0.0,0.0,0.36363636363636365,1,0,0.23623693379790942
0,1,0.6666666666666666,3,0.3464285714285714,0.5239591708665895,10.0,0.031630668440986796,1,1,1.0,1.0,1.0,0,0.0,0.0,0.0,0.2727272727272727,1,0,0.26943300601837183
0,1,0.6666666666666666,3,0.3464285714285714,0.5239101445296414,11.0,0.22295014842870303,1,1,1.0,1.0,1.0,0,0.0,0.0,0.0,0.18181818181818182,1,1,0.2577130186886284
0,1,0.6666666666666666,3,0.3464285714285714,0.5238562155589983,145.0,0.09120687890265125,1,1,0.0,1.0,1.0,0,0.0,0.0,0.0,0.09090909090909091,3,1,0.245993031358885
0,1,0.6666666666666666,3,0.3464285714285714,0.5231453336732492,30.0,0.024874603337086704,1,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0.36363636363636365,1,0,0.2108330693696547
0,1,0.6666666666666666,3,0.3464285714285714,0.5229982546624047,12.0,0.0357252533524414,1,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0.36363636363636365,1,0,0.1756731073804244
0,1,0.6666666666666666,3,0.3464285714285714,0.5229394230580668,100.0,0.19224076159279352,1,1,1.0,1.0,1.0,0,0.0,0.0,0.0,0.36363636363636365,1,0,0.22565726955970858
0,1,0.6666666666666666,3,0.3464285714285714,0.5224491596885847,10.0,0.02037055993448664,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.36363636363636365,1,0,0.2627811213177067
0,1,0.6666666666666666,3,0.3464285714285714,0.5224001333516365,14.0,0.03060702221312315,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.36363636363636365,1,1,0.258980044345898
0,1,0.6666666666666666,3,0.3464285714285714,0.522331496479909,3.0,0.15262565257447028,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.36363636363636365,1,1,0.2227431105479886
0,1,0.6666666666666666,3,0.3464285714285714,0.5223167885788246,8.0,0.05107994677039616,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.36363636363636365,1,1,0.1774469433006018
0,1,0.6666666666666666,3,0.3464285714285714,0.522277567509266,166.0,0.05107994677039616,1,1,0.0,1.0,1.0,2,0.0,0.0,0.0,0.36363636363636365,1,0,0.1774469433006018
0,1,0.6666666666666666,3,0.3464285714285714,0.5214637303159257,90.0,0.09202579588494217,1,1,0.0,1.0,1.0,1,0.0,0.0,0.0,0.36363636363636365,1,0,0.1774469433006018
0,1,0.6666666666666666,3,0.3464285714285714,0.5210224932833918,59.0,0.042890776947486955,1,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0.36363636363636365,1,0,0.17256889452011398
0,1,0.6666666666666666,3,0.3464285714285714,0.5207332378953974,97.0,0.1636810318353977,1,1,1.0,1.0,1.0,0,1.0,0.0,0.0,0.36363636363636365,1,0,0.20747545137789036
0,1,0.6666666666666666,3,0.3464285714285714,0.5202576824269998,10.0,0.015559422663527486,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.36363636363636365,1,1,0.21881533101045297
0,1,0.6666666666666666,3,0.3464285714285714,0.5202086560900516,20.0,0.03408741938785956,1,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0.36363636363636365,1,0,0.1992397846056382
0,1,0.6666666666666666,3,0.3464285714285714,0.5201106034161551,64.0,0.1139318251612243,1,1,1.0,0.0,1.0,1,0.0,0.0,0.0,1.0,3,0,0.20646183085207473
0,1,0.6666666666666666,3,0.3464285714285714,0.5197968348596866,22.0,0.03060702221312315,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.8181818181818182,0,0,0.20481469749762432
0,1,0.6666666666666666,3,0.3464285714285714,0.5196889769184005,8.0,0.011771931620431978,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.7272727272727273,0,0,0.19252454862210958
0,1,0.6666666666666666,3,0.3464285714285714,0.519649755848842,11.0,0.022213123144641217,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.7272727272727273,0,0,0.21393728222996514
0,1,0.6666666666666666,3,0.3464285714285714,0.5195958268781989,40.0,0.06479680622376907,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.5454545454545454,2,0,0.22248970541653468
0,1,0.6666666666666666,3,0.3464285714285714,0.5193997215304061,33.0,0.1498618077592384,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.45454545454545453,2,1,0.19360152043078868
0,1,0.6666666666666666,3,0.3464285714285714,0.519237934618477,80.0,0.02641007267888218,1,1,1.0,1.0,1.0,1,0.0,0.0,0.0,0.2727272727272727,1,0,0.18986379474184348
0,1,0.6666666666666666,3,0.3464285714285714,0.5188457239228914,15.0,0.03674889958030505,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.18181818181818182,1,1,0.24523281596452326
0,1,0.6666666666666666,3,0.3464285714285714,0.5187721844174691,130.0,0.24864366874808067,1,1,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,3,0,0.2669623059866962
0,1,0.6666666666666666,3,0.3464285714285714,0.5181348420371423,45.0,0.061316409049032655,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0,3,0,0.1993664871713652
0,1,0.6666666666666666,3,0.3464285714285714,0.5179142235208755,12.0,0.026102978810523085,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.2727272727272727,1,0,0.21609122584732338
0,1,0.6666666666666666,3,0.3464285714285714,0.5178553919165375,11.0,0.1262155798955881,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.2727272727272727,1,0,0.24174849540703197
0,1,0.6666666666666666,3,0.3464285714285714,0.5178014629458946,70.0,0.01770907974204115,1,1,1.0,1.0,1.0,0,0.0,0.0,0.0,0.2727272727272727,1,0,0.21672473867595815
0,1,0.6666666666666666,3,0.3464285714285714,0.5174582785872571,22.0,0.06602518169720545,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.2727272727272727,1,0,0.29261957554640483
0,1,0.6666666666666666,3,0.3464285714285714,0.517350420645971,4.0,0.0166854335141775,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.2727272727272727,1,0,0.28964206525182135
0,1,0.6666666666666666,3,0.3464285714285714,0.5173308101111918,21.0,0.08997850342921487,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.2727272727272727,1,1,0.21076971808679124
0,1,0.6666666666666666,3,0.3464285714285714,0.5172278548036005,64.0,0.047087726481727925,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.2727272727272727,1,0,0.21076971808679124
0,1,0.6666666666666666,3,0.3464285714285714,0.516914086247132,22.0,0.03224485617770499,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.9090909090909091,0,0,0.19461514095660434
0,1,0.6666666666666666,3,0.3464285714285714,0.5168062283058459,18.0,0.05732418876036442,1,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.8181818181818182,0,0,0.284954070319924
0,1,0.6666666666666666,3,0.3464285714285714,0.5167179808993392,10.0,0.12273518272085168,1,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0.7272727272727273,0,1,0.3462781121317707
0,1,0.6666666666666666,3,0.3464285714285714,0.5166689545623909,9.0,0.21332787388678473,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.7272727272727273,0,1,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.5166248308591376,21.0,0.04309550619305968,0,1,1.0,0.0,0.0,2,0.0,1.0,0.0,0.6363636363636364,2,0,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.5165218755515463,21.0,0.0336779608967141,0,1,1.0,0.0,0.0,2,0.0,1.0,0.0,0.5454545454545454,2,0,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.5164189202439551,63.0,0.04933974818302795,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.45454545454545453,2,1,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.5161100543211813,14.0,0.10318353976865595,0,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.36363636363636365,1,0,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.5160414174494539,11.0,0.03879619203603235,0,1,1.0,0.0,0.0,1,0.0,1.0,0.0,0.2727272727272727,1,0,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.5159874884788108,33.0,0.0418671307196233,0,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0.2727272727272727,1,0,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.5158257015668817,107.0,0.031630668440986796,1,1,1.0,1.0,1.0,2,0.0,1.0,0.0,0.2727272727272727,1,0,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.5153011197615359,0.1,0.1613266455113113,1,1,1.0,1.0,1.0,2,0.0,1.0,0.0,0.2727272727272727,1,0,0.30041178333861257
0,1,0.6666666666666666,3,0.3464285714285714,0.5153011197615359,26.0,0.10738048930289693,0,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.09090909090909091,3,0,0.29971491922711435
0,1,0.6666666666666666,3,0.3464285714285714,0.5151736512854705,1.0,0.03060702221312315,1,1,1.0,0.0,0.0,2,0.0,1.0,0.0,0.09090909090909091,3,0,0.29971491922711435
0,1,0.6666666666666666,3,0.3464285714285714,0.5151687486517758,24.0,0.05107994677039616,1,1,1.0,0.0,0.0,2,0.0,1.0,0.0,0.09090909090909091,3,0,0.29971491922711435
0,1,0.6666666666666666,3,0.3464285714285714,0.5150510854431001,113.0,0.05107994677039616,1,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.18181818181818182,1,0,0.29971491922711435
0,1,0.6666666666666666,3,0.3464285714285714,0.5144970878355852,82.0,0.16583068891391134,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.18181818181818182,1,1,0.2733607855559075
0,1,0.6666666666666666,3,0.3464285714285714,0.5140950718726099,18.0,0.04299314157027331,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.18181818181818182,1,0,0.2364269876464998
0,1,0.6666666666666666,3,0.3464285714285714,0.5140068244661032,39.0,0.06663936943392364,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.18181818181818182,1,1,0.2171048463731391
0,1,0.6666666666666666,3,0.3464285714285714,0.5138156217520051,14.0,0.11249872044221518,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.18181818181818182,1,1,0.24611973392461203
0,1,0.6666666666666666,3,0.3464285714285714,0.5137469848802777,67.0,0.13501893745521548,1,1,1.0,0.0,1.0,2,0.0,0.0,0.0,0.18181818181818182,1,0,0.2838770985112448
0,1,0.6666666666666666,3,0.3464285714285714,0.5134185084227247,29.0,0.08997850342921487,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.18181818181818182,1,0,0.2838770985112448
0,1,0.6666666666666666,3,0.3464285714285714,0.5132763320455749,161.0,0.2670693008496264,1,1,1.0,1.0,1.0,2,0.0,0.0,0.0,0.18181818181818182,1,0,0.2838770985112448
0,1,0.6666666666666666,3,0.3464285714285714,0.5124870080207087,22.0,0.047701914218446106,1,1,1.0,0.0,0.0,2,0.0,0.0,0.0,1.0,3,1,0.27469116249604053
0,1,0.6666666666666666,3,0.3464285714285714,0.5123791500794227,11.0,0.032961408537209545,1,1,1.0,0.0,0.0,2,0.0,1.0,0.0,0.9090909090909091,0,0,0.3170098194488438
0,1,0.6666666666666666,3,0.3464285714285714,0.5123252211087796,11.0,0.04166240147405057,1,1,1.0,0.0,0.0,2,0.0,1.0,0.0,0.8181818181818182,0,0,0.4174849540703199
0,1,0.6666666666666666,3,0.3464285714285714,0.5122712921381366,11.0,0.05527689630463712,1,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.7272727272727273,0,1,0.5430471967057334
0,1,0.6666666666666666,3,0.3464285714285714,0.5122173631674936,11.0,0.2455727300644897,1,1,1.0,0.0,0.0,2,0.0,1.0,0.0,0.6363636363636364,2,0,0.5031992397846056
0,1,0.6666666666666666,3,0.3464285714285714,0.5121634341968505,56.0,0.027945542020677658,1,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.5454545454545454,2,1,0.3867595818815331
0,1,0.6666666666666666,3,0.3464285714285714,0.5118888867099406,33.0,0.041457672228477835,0,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.5454545454545454,2,1,0.3867595818815331
0,1,0.6666666666666666,3,0.3464285714285714,0.5117270997980115,0.1,0.07820657180878289,1,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.45454545454545453,2,0,0.3673740893253088
0,1,0.6666666666666666,3,0.3464285714285714,0.5117270997980115,73.0,0.12918415395639268,1,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.36363636363636365,1,0,0.34798859676908456
0,1,0.6666666666666666,3,0.3464285714285714,0.5113692075382895,19.0,0.08588391851776027,1,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.2727272727272727,1,1,0.45232815964523276
0,1,0.6666666666666666,3,0.3464285714285714,0.511276057498088,46.0,0.1554918620124885,1,1,1.0,0.0,1.0,2,0.0,1.0,0.0,0.18181818181818182,1,0,0.4859043395628761
0,1,0.6666666666666666,3,0.3464285714285714,0.5110505363481262,13.0,0.04022929675504146,1,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0.09090909090909091,3,1,0.3354450427621159
0,1,0.6666666666666666,3,0.3464285714285714,0.5109868021100935,35.0,0.06008803357559628,1,1,1.0,0.0,1.0,1,0.0,1.0,0.0,0.09090909090909091,3,1,0.2557491289198606
0,1,0.6666666666666666,3,0.3464285714285714,0.5108152099307748,11.0,0.02763844815231856,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.09090909090909091,3,0,0.28222996515679444
0,1,0.6666666666666666,3,0.3464285714285714,0.5107612809601317,2.0,0.20984747671204831,1,0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.09090909090909091,3,0,0.27621159328476397
0,1,0.6666666666666666,3,0.3464285714285714,0.5107514756927422,32.0,0.061316409049032655,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.09090909090909091,3,0,0.24371238517579982
0,1,0.6666666666666666,3,0.3464285714285714,0.5105945914145079,145.0,0.0561981779097144,0,0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.09090909090909091,3,0,0.24371238517579982
0,1,0.6666666666666666,3,0.3464285714285714,0.5098837095287588,30.0,0.0646944416009827,1,0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.09090909090909091,3,1,0.2537852391510928
0,1,0.6666666666666666,3,0.3464285714285714,1.0,0.1,0.06049749206674174,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.09090909090909091,3,0,0.2815964523281596
0,1,0.6666666666666666,3,0.3464285714285714,0.5097415331516091,46.0,0.0521035929982598,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.09090909090909091,3,0,0.29933481152993346
0,1,0.6666666666666666,3,0.3464285714285714,0.5095160120016473,11.0,0.03152830381820043,0,0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.09090909090909091,3,0,0.3258789990497308
0,1,0.6666666666666666,3,0.3464285714285714,0.5094620830310043,11.0,0.0275360835295322,0,0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.09090909090909091,3,0,0.3414000633512828
0,1,0.6666666666666666,3,0.3464285714285714,0.5094081540603612,12.0,0.01300030709386836,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.09090909090909091,3,0,0.3303769401330377
0,1,0.6666666666666666,3,0.3464285714285714,0.5093493224560234,26.0,0.05773364725150989,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,1.0,3,0,0.30110864745011084
0,1,0.6666666666666666,3,0.3464285714285714,0.509221853979958,3.0,0.0561981779097144,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,1.0,3,0,0.2515045929680076
0,1,0.6666666666666666,3,0.3464285714285714,0.5092071460788735,10.0,0.03060702221312315,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,1.0,3,0,0.23116883116883113
0,1,0.6666666666666666,3,0.3464285714285714,0.5091728276430099,14.0,0.04657590336779609,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.9090909090909091,0,0,0.23116883116883113
0,1,0.6666666666666666,3,0.3464285714285714,0.5091041907712823,11.0,0.022622581635786676,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.9090909090909091,0,0,0.23116883116883113
0,1,0.6666666666666666,3,0.3464285714285714,0.5090502618006393,12.0,0.0275360835295322,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.8181818181818182,0,1,0.23116883116883113
0,1,0.6666666666666666,3,0.3464285714285714,0.5089914301963014,49.0,0.1969495342409663,0,0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.7272727272727273,0,0,0.23116883116883113
0,1,0.6666666666666666,3,0.3464285714285714,0.5087512011452552,62.0,0.07155287132766916,0,0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.5454545454545454,2,1,0.23116883116883113
0,1,0.6666666666666666,3,0.3464285714285714,0.5084472378561763,137.0,0.11198689732828335,0,0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.5454545454545454,2,1,0.23116883116883113
0,1,0.6666666666666666,3,0.3464285714285714,0.5077755770399859,128.0,0.28467601596888115,0,0,0.0,1.0,1.0,2,0.0,1.0,0.0,0.45454545454545453,2,0,0.2663921444409249
0,1,0.6666666666666666,3,0.3464285714285714,0.5071480399270488,123.0,0.2897942471081994,0,0,0.0,1.0,1.0,2,0.0,1.0,0.0,0.36363636363636365,1,0,0.31447576813430467
0,1,0.6666666666666666,3,0.3464285714285714,0.5065450159825858,9.0,0.03060702221312315,0,0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.36363636363636365,1,0,0.37307570478302177
0,1,0.6666666666666666,3,0.3464285714285714,0.5065008922793325,49.0,0.28938478861705397,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.2727272727272727,1,1,0.37111181501425405
0,1,0.6666666666666666,3,0.3464285714285714,0.5062606632282862,13.0,0.01381922407615928,0,0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,3,1,0.3234082990180551
0,1,0.6666666666666666,3,0.3464285714285714,0.5061969289902536,7.0,0.06643464018835091,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.0,3,1,0.3234082990180551
0,1,0.6666666666666666,3,0.3464285714285714,0.5061626105543898,35.0,0.07871839492271472,0,0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,3,0,0.3234082990180551
0,1,0.6666666666666666,3,0.3464285714285714,0.5059910183750711,11.0,0.0623400552768963,0,0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.0,3,0,0.3234082990180551
